file_path,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
E:/distressdetection/dataset\Actor_05\03-01-08-01-02-02-05.wav,-633.0782,69.727844,4.185075,13.3742285,3.630677,9.555896,-6.489276,1.1586784,-5.1364136,-5.1565523,-4.516792,-2.888665,-0.74152243,0
E:/distressdetection/dataset\Actor_05\03-01-08-02-01-01-05.wav,-633.66455,58.254837,-1.0960304,21.999395,-2.7220535,8.565698,-8.440319,4.7220063,-6.540898,-1.7313105,-3.8496184,-3.3014972,-0.3417411,0
E:/distressdetection/dataset\Actor_05\03-01-08-02-01-02-05.wav,-605.8551,68.6233,-0.21385482,15.739172,-5.427988,5.890583,-10.449751,2.4604182,-5.55246,0.3309797,-6.9227557,-4.0636144,1.0659691,0
E:/distressdetection/dataset\Actor_05\03-01-08-02-02-01-05.wav,-589.54834,58.119892,-3.6030607,9.387148,-3.2152383,5.0621853,-9.304837,-0.6549845,-6.680671,-4.5606112,-6.979706,-4.666886,1.3564453,0
E:/distressdetection/dataset\Actor_05\03-01-08-02-02-02-05.wav,-621.5712,67.74282,2.3976157,13.145085,-2.8208644,8.465307,-10.479221,2.815673,-5.4487224,-3.7028115,-7.617901,-5.23445,-0.93262875,0
E:/distressdetection/dataset\Actor_06\03-01-01-01-01-01-06.wav,-767.4759,73.5274,-14.756846,3.7603445,2.179436,7.1440024,-11.641492,-3.9296544,-6.3410864,-7.774187,-2.549265,-1.2185841,-3.3801289,0
E:/distressdetection/dataset\Actor_06\03-01-01-01-01-02-06.wav,-727.09766,79.94852,-17.029322,7.2597513,4.8718376,7.3673596,-14.306727,-4.3764863,-6.887235,-6.512152,-0.04131141,0.58651817,-3.1067188,0
E:/distressdetection/dataset\Actor_06\03-01-01-01-02-01-06.wav,-732.2728,74.715416,-11.193757,9.882124,1.4883369,8.246992,-9.908222,-4.1388254,-6.7703867,-6.9630585,-0.82840997,-0.02941041,-2.3578668,0
E:/distressdetection/dataset\Actor_06\03-01-01-01-02-02-06.wav,-739.9889,78.82425,-13.175587,7.84388,1.160188,7.9514666,-11.558872,-4.7770457,-7.6044974,-7.612889,-1.4622029,-0.69141465,-4.291258,0
E:/distressdetection/dataset\Actor_06\03-01-02-01-01-01-06.wav,-760.0963,70.38165,-7.0369244,14.895753,1.5187685,12.564792,-9.262008,-9.043738,-9.607507,-5.015429,0.31003782,-1.3192326,-3.5726738,0
E:/distressdetection/dataset\Actor_06\03-01-02-01-01-02-06.wav,-752.2438,79.83723,-6.42213,14.22143,1.2245239,14.126369,-9.305338,-9.426623,-12.13879,-7.8767805,2.4101806,-0.3793961,-2.7276564,0
E:/distressdetection/dataset\Actor_06\03-01-02-01-02-01-06.wav,-731.6196,91.31346,-4.1083093,13.896775,-4.155421,14.478597,-9.02882,-9.328955,-12.819087,-7.841082,1.4780833,2.0386918,-1.707761,0
E:/distressdetection/dataset\Actor_06\03-01-02-01-02-02-06.wav,-713.6052,91.171875,-7.0031366,10.2425,-4.775912,14.227138,-12.581234,-11.554875,-14.503422,-4.8884044,3.0239644,0.71669614,-5.1817756,0
E:/distressdetection/dataset\Actor_06\03-01-02-02-01-01-06.wav,-732.1636,79.045334,-10.743719,12.762476,4.1499114,11.836023,-11.580831,-7.697507,-10.697311,-4.5045705,1.3837156,-0.9706551,-4.725746,0
E:/distressdetection/dataset\Actor_06\03-01-02-02-01-02-06.wav,-741.6592,78.75681,-7.444064,15.780494,-0.22835413,11.3930235,-11.262466,-5.226492,-10.305708,-5.205315,2.525424,-2.4537706,-2.6842628,0
E:/distressdetection/dataset\Actor_06\03-01-02-02-02-01-06.wav,-735.5878,79.41244,0.60509384,14.837401,-8.089906,12.08187,-11.700296,-7.775461,-14.775683,-9.437133,0.17559117,-2.4581494,-5.1432524,0
E:/distressdetection/dataset\Actor_06\03-01-02-02-02-02-06.wav,-755.84753,84.86619,3.9826865,14.217865,-4.377262,12.027837,-8.769316,-4.076503,-9.268899,-6.663219,-0.3563889,-0.66747147,0.64081603,0
E:/distressdetection/dataset\Actor_06\03-01-03-01-01-01-06.wav,-652.02704,94.69933,-29.828405,-4.8826027,13.840915,5.2129054,-20.845322,-12.188813,-10.927518,-9.06096,-0.98933744,0.9480405,-10.48848,0
E:/distressdetection/dataset\Actor_06\03-01-03-01-01-02-06.wav,-608.05676,79.35598,-42.20317,-10.743568,5.452472,2.8259382,-22.118572,-11.734229,-10.78048,-14.367832,-5.315158,4.8594413,-10.820103,0
E:/distressdetection/dataset\Actor_06\03-01-03-01-02-01-06.wav,-676.9961,73.689415,-26.894987,-1.8294779,2.8155863,2.6750963,-17.42479,-7.633116,-11.001441,-11.814997,-1.7620541,0.601131,-10.357549,0
E:/distressdetection/dataset\Actor_06\03-01-03-01-02-02-06.wav,-641.2782,64.531006,-21.573975,-5.8818607,7.13482,3.4226034,-17.3173,-7.9399815,-9.006384,-11.929433,-2.36287,3.054592,-7.6307354,0
E:/distressdetection/dataset\Actor_06\03-01-03-02-01-01-06.wav,-458.94272,44.012955,-45.58838,-16.589989,-6.329837,3.9651985,-18.925444,-15.704324,-13.868009,-7.1733146,-10.793342,9.323428,4.180902,0
E:/distressdetection/dataset\Actor_06\03-01-03-02-01-02-06.wav,-485.51123,42.38798,-45.32649,-14.422402,-9.234356,1.0877388,-19.549278,-11.127477,-11.445007,-9.855343,-12.610653,1.9391223,-5.567971,0
E:/distressdetection/dataset\Actor_06\03-01-03-02-02-01-06.wav,-484.18665,40.238735,-47.015965,-13.493349,-8.785811,1.4309944,-23.656483,-11.573657,-12.019522,-11.572693,-8.228212,3.106581,-7.728936,0
E:/distressdetection/dataset\Actor_06\03-01-03-02-02-02-06.wav,-469.18704,47.72425,-40.387558,-15.152858,-4.8166256,1.3948017,-22.896873,-15.089243,-10.314307,-10.407693,-6.202414,3.1687143,-7.077639,0
E:/distressdetection/dataset\Actor_06\03-01-04-01-01-01-06.wav,-781.7784,76.38863,-5.567322,16.75249,0.089470066,11.960409,-7.5350847,-4.4526343,-7.23544,-6.6756196,0.93023354,-2.8291125,0.22928886,0
E:/distressdetection/dataset\Actor_06\03-01-04-01-01-02-06.wav,-760.2038,82.78668,-12.983112,13.90902,4.607139,11.596461,-11.681246,-7.079911,-8.173424,-8.096255,2.209978,-2.6249802,-3.0217104,0
E:/distressdetection/dataset\Actor_06\03-01-04-01-02-01-06.wav,-739.06885,68.97819,-3.5214162,8.448589,-5.7618003,7.108215,-12.136314,-6.158264,-10.154979,-10.241537,-1.7823108,-3.812592,-3.4111238,0
E:/distressdetection/dataset\Actor_06\03-01-04-01-02-02-06.wav,-772.6052,74.98836,-2.319596,10.768792,-5.3147073,10.790869,-11.333268,-6.3826313,-9.749052,-8.5212345,-0.81315607,-2.364093,-2.6014967,0
E:/distressdetection/dataset\Actor_06\03-01-04-02-01-01-06.wav,-538.00366,48.87625,-42.743336,-2.7120426,-3.0545266,5.1465025,-22.605494,-3.842747,-3.8082068,-14.554675,-2.2159712,3.661035,-7.4154654,0
E:/distressdetection/dataset\Actor_06\03-01-04-02-01-02-06.wav,-728.8901,59.39587,-20.916838,8.074091,-6.1642876,4.6396756,-17.723711,-4.867445,-7.628439,-11.7288475,0.1415842,2.0757425,-2.0905974,0
E:/distressdetection/dataset\Actor_06\03-01-04-02-02-01-06.wav,-539.8534,50.83616,-25.744158,3.211646,-11.660536,2.1852999,-18.576763,-4.1540427,-6.56839,-11.744352,-2.2252197,-0.38392943,-8.800098,0
E:/distressdetection/dataset\Actor_06\03-01-04-02-02-02-06.wav,-601.22845,67.22256,-43.22933,6.640947,-10.576337,7.2271523,-29.964558,-9.75127,-12.751556,-18.716078,-3.6401718,3.8949444,-8.069677,0
E:/distressdetection/dataset\Actor_06\03-01-05-01-01-01-06.wav,-648.0217,63.34721,-16.731077,3.6040108,1.2166499,3.2086396,-13.740052,-3.57434,-8.288426,-6.9835887,-2.4755273,-2.0340204,-3.5617228,1
E:/distressdetection/dataset\Actor_06\03-01-05-01-01-02-06.wav,-647.54266,77.7722,-11.207561,12.850751,3.8746831,7.23199,-13.245911,-0.64404523,-7.0401073,-6.635784,-2.0067537,0.011814803,-0.01708968,1
E:/distressdetection/dataset\Actor_06\03-01-05-01-02-01-06.wav,-604.39777,65.40564,-19.087896,2.2016296,-3.8812475,0.50134,-21.305948,-4.8047795,-9.561754,-12.292964,-3.3509316,-1.1010501,-4.096262,1
E:/distressdetection/dataset\Actor_06\03-01-05-01-02-02-06.wav,-573.6514,55.04719,-16.191498,3.3417962,-3.8714046,0.09816538,-16.442095,-5.7413125,-5.5722895,-9.8566065,-4.522477,-1.0006738,-2.6680765,1
E:/distressdetection/dataset\Actor_06\03-01-05-02-01-01-06.wav,-374.82858,45.08974,-35.61872,-16.695122,-11.255357,-4.590291,-20.95162,-5.1012225,-8.588925,-10.689441,-3.8886225,2.3984988,0.3981084,1
E:/distressdetection/dataset\Actor_06\03-01-05-02-01-02-06.wav,-389.973,45.46704,-36.46586,-13.050208,-10.678765,-2.5088701,-21.19824,-4.1147485,-8.531493,-7.584085,-4.4957457,0.6046416,-0.34129253,1
E:/distressdetection/dataset\Actor_06\03-01-05-02-02-01-06.wav,-394.4819,40.03071,-29.224438,-12.893313,-14.664667,-3.3436122,-24.441795,-2.5518978,-7.242924,-11.303535,-6.244759,0.3457073,-7.217691,1
E:/distressdetection/dataset\Actor_06\03-01-05-02-02-02-06.wav,-412.8523,41.163254,-32.127094,-10.742178,-10.059185,-2.6104813,-22.063776,0.18856215,-7.0065203,-12.419465,-6.181539,-1.8752118,-6.786009,1
E:/distressdetection/dataset\Actor_06\03-01-06-01-01-01-06.wav,-706.16113,69.24902,-12.193131,7.8442526,-4.8075557,12.632401,-13.430634,-2.1288419,-8.727879,-6.395971,-0.6855687,-0.6570877,-4.539714,1
E:/distressdetection/dataset\Actor_06\03-01-06-01-01-02-06.wav,-689.3041,78.4527,-22.808409,5.9146714,2.194606,11.987536,-14.404403,-3.0464222,-9.5674715,-10.421532,1.6596723,2.4658258,-5.3814692,1
E:/distressdetection/dataset\Actor_06\03-01-06-01-02-01-06.wav,-676.7442,70.20417,-12.805855,2.2184448,-5.0519023,7.8292093,-19.823072,-6.7644124,-12.74171,-12.5507765,-2.5946822,-0.43780792,-7.3700385,1
E:/distressdetection/dataset\Actor_06\03-01-06-01-02-02-06.wav,-675.3297,63.21178,-11.654977,9.173197,-3.2936656,12.814124,-14.673178,-5.1945376,-8.607683,-7.6521463,0.06305321,-1.4008241,-4.4405475,1
E:/distressdetection/dataset\Actor_06\03-01-06-02-01-01-06.wav,-405.236,42.63794,-51.957912,-17.508692,-15.064602,-4.971623,-19.916105,-16.536037,-16.146717,-5.348472,-3.4939702,12.639796,10.506026,1
E:/distressdetection/dataset\Actor_06\03-01-06-02-01-02-06.wav,-407.7009,36.308372,-48.177834,-16.509857,-15.522624,-6.4527416,-23.39292,-14.367491,-9.536464,-2.3708944,-0.84886867,15.74098,12.900077,1
E:/distressdetection/dataset\Actor_06\03-01-06-02-02-01-06.wav,-427.01346,41.47662,-47.29987,-10.3636055,-18.520557,-2.2371206,-24.6353,-16.97517,-11.929381,-9.798536,-5.3928266,9.718987,4.517826,1
E:/distressdetection/dataset\Actor_06\03-01-06-02-02-02-06.wav,-368.05917,39.131107,-46.64387,-17.280827,-22.566322,-0.98935205,-22.741255,-13.1342535,-7.591075,0.27452543,2.818435,18.046015,13.240598,1
E:/distressdetection/dataset\Actor_06\03-01-07-01-01-01-06.wav,-718.33795,83.775734,-10.532091,14.579582,-8.153666,7.6110387,-13.185247,-5.073295,-12.631406,-7.4369893,-3.287561,-3.2462053,-3.6715481,0
E:/distressdetection/dataset\Actor_06\03-01-07-01-01-02-06.wav,-746.84735,66.07601,-7.9269686,16.191668,-1.1958228,8.4654875,-9.016899,0.33046496,-11.256493,-3.0241997,-1.1394883,1.9444678,-3.194005,0
E:/distressdetection/dataset\Actor_06\03-01-07-01-02-01-06.wav,-787.4722,58.103172,4.6398044,14.107576,-11.283277,7.5317636,-6.7445197,-5.948975,-12.463589,-3.1103106,-2.7152522,-2.8157105,-3.2317882,0
E:/distressdetection/dataset\Actor_06\03-01-07-01-02-02-06.wav,-745.98395,60.662273,-2.9393277,11.873779,-10.648389,10.891391,-11.088223,-7.028767,-13.442156,-4.6992736,-0.6339442,-4.0726924,-7.0729976,0
E:/distressdetection/dataset\Actor_06\03-01-07-02-01-01-06.wav,-586.4936,50.82391,-20.859858,3.5630867,-6.3549786,-1.5031475,-21.45965,-5.897204,-10.310334,-5.7842603,-6.885939,-1.4328072,-5.061298,0
E:/distressdetection/dataset\Actor_06\03-01-07-02-01-02-06.wav,-687.5083,66.78211,-18.883026,-0.4805814,-4.8789,-3.2152932,-15.660712,-7.3110166,-9.110935,-7.2761707,-3.981827,-1.9911081,-5.830417,0
E:/distressdetection/dataset\Actor_06\03-01-07-02-02-01-06.wav,-629.46295,66.98709,-10.120667,2.2578092,-3.9102125,4.96349,-15.361145,-9.032662,-9.719402,-3.5475385,-3.6072872,-2.1067884,-6.891881,0
E:/distressdetection/dataset\Actor_06\03-01-07-02-02-02-06.wav,-673.5971,66.37311,2.418327,11.185238,-3.244299,5.791528,-7.746867,-3.5326233,-3.6031153,-0.48248437,-0.2268842,1.9832561,1.1216587,0
E:/distressdetection/dataset\Actor_06\03-01-08-01-01-01-06.wav,-763.42786,73.529305,-6.8283434,5.0051713,-3.393399,7.140934,-11.051926,-2.5068452,-8.445263,-5.621273,-0.90421736,-1.5756575,-3.4416962,0
E:/distressdetection/dataset\Actor_06\03-01-08-01-01-02-06.wav,-722.79346,64.21685,-9.025169,0.8867537,-2.9964635,4.025441,-12.680365,-3.5293932,-9.380221,-9.209736,-0.5865555,-2.5455964,-5.158428,0
E:/distressdetection/dataset\Actor_06\03-01-08-01-02-01-06.wav,-702.38635,58.243023,-5.4226384,1.9346088,-6.2564692,4.6922464,-13.596423,-4.7090716,-10.352064,-7.049742,-0.8648433,-1.2889205,-5.41542,0
E:/distressdetection/dataset\Actor_06\03-01-08-01-02-02-06.wav,-708.7773,73.450836,-3.2192984,9.616068,-1.2912335,10.986929,-13.941433,-5.2214346,-10.556053,-5.0445895,2.8956163,1.0174403,-3.4875224,0
E:/distressdetection/dataset\Actor_06\03-01-08-02-01-01-06.wav,-717.5757,79.602974,-13.107271,7.6213474,0.22719504,9.038008,-18.661291,-3.940175,-11.512816,-5.4177423,3.147604,-2.6033888,-5.2764378,0
E:/distressdetection/dataset\Actor_06\03-01-08-02-01-02-06.wav,-605.0874,55.275497,-23.393785,-7.995293,-6.9491367,-2.1199071,-17.265993,-5.1109557,-10.836966,-10.59833,-4.4940248,-0.45501125,-4.9166675,0
E:/distressdetection/dataset\Actor_06\03-01-08-02-02-01-06.wav,-610.2141,51.69551,-21.12021,-3.0954087,-5.5816274,3.3488526,-18.5954,-6.7456226,-13.261194,-11.2469635,-1.9342049,0.09000776,-8.470365,0
E:/distressdetection/dataset\Actor_06\03-01-08-02-02-02-06.wav,-608.8314,50.989857,-16.87635,-6.3927217,-10.912248,3.7400644,-19.67956,-5.2548885,-13.089554,-13.068455,-2.8921685,1.2514362,-6.6063004,0
E:/distressdetection/dataset\Actor_07\03-01-01-01-01-01-07.wav,-685.1911,91.44493,6.7003827,19.388222,8.06428,17.239891,-7.0186505,2.3264654,-8.858726,-1.7122339,2.0464091,-2.9419842,-3.6179066,0
E:/distressdetection/dataset\Actor_07\03-01-01-01-01-02-07.wav,-682.37585,94.25595,8.088109,20.869526,7.556281,18.462164,-7.737593,3.6498573,-9.894824,-0.8045711,3.128355,-1.6335583,-2.6802003,0
E:/distressdetection/dataset\Actor_07\03-01-01-01-02-01-07.wav,-670.8587,76.79632,11.147035,15.564753,5.9507504,17.093586,-6.5601497,0.97778785,-11.249627,-3.3218868,-0.97752696,-3.0309298,-4.4691815,0
E:/distressdetection/dataset\Actor_07\03-01-01-01-02-02-07.wav,-682.14435,90.102974,12.780686,22.22966,5.2732944,17.131601,-6.8241796,3.4352596,-10.751446,0.38751316,3.329706,-4.051571,-3.0682955,0
E:/distressdetection/dataset\Actor_07\03-01-02-01-01-01-07.wav,-723.5354,91.70691,10.917064,14.811353,5.649635,19.646393,-5.7743382,1.5954498,-5.906316,-2.3711731,4.5014014,-2.2118204,-1.8213048,0
E:/distressdetection/dataset\Actor_07\03-01-02-01-01-02-07.wav,-738.5714,98.130775,7.3637166,12.641453,4.1095085,17.988504,-6.0968604,1.7653866,-6.673278,-2.1309683,4.278433,-1.4487147,-2.1509602,0
E:/distressdetection/dataset\Actor_07\03-01-02-01-02-01-07.wav,-721.6017,99.201096,13.109674,23.732,7.0613513,23.371855,1.5737801,7.4987645,-4.4823666,-0.14401783,4.4698014,1.7516937,0.23722677,0
E:/distressdetection/dataset\Actor_07\03-01-02-01-02-02-07.wav,-720.1585,98.58431,4.9210544,15.639675,4.472946,19.3,-4.1599026,4.357787,-8.172111,-5.4012685,2.5868928,-1.6316074,-3.1975543,0
E:/distressdetection/dataset\Actor_07\03-01-02-02-01-01-07.wav,-664.9177,92.84801,-3.6773832,25.765017,7.134532,27.950075,-10.749874,-0.075828634,-14.0831375,1.4403573,6.190103,-3.4484394,0.22312237,0
E:/distressdetection/dataset\Actor_07\03-01-02-02-01-02-07.wav,-689.03253,94.663246,-4.526792,24.745512,4.928387,18.276054,-7.894153,3.914948,-12.346135,-8.685495,2.170455,-3.3549223,-3.5423625,0
E:/distressdetection/dataset\Actor_07\03-01-02-02-02-01-07.wav,-672.8893,94.30765,4.7198873,27.00029,5.0508075,22.288437,-6.3512583,1.9591643,-10.226257,-4.7528973,0.04233374,-2.7284856,-3.3234515,0
E:/distressdetection/dataset\Actor_07\03-01-02-02-02-02-07.wav,-700.043,108.81173,10.519987,19.894226,6.4233475,20.240381,-9.258765,1.663096,-12.542186,-3.918166,5.31185,-0.35931936,0.39507216,0
E:/distressdetection/dataset\Actor_07\03-01-03-01-01-01-07.wav,-690.8388,97.60097,-4.8136754,17.438318,10.129062,19.369835,-4.154744,5.2636385,-6.2675486,-2.6730418,3.817072,2.834687,0.34836993,0
E:/distressdetection/dataset\Actor_07\03-01-03-01-01-02-07.wav,-672.12463,95.8703,0.99978167,9.010865,9.643556,12.556572,-7.5497193,-1.7909496,-8.257576,-3.4055538,1.7168201,1.2082636,-5.8212943,0
E:/distressdetection/dataset\Actor_07\03-01-03-01-02-01-07.wav,-648.88885,93.78957,-5.750032,11.752817,6.6184034,14.632291,-5.8672805,-0.8416608,-10.115384,-5.0701933,2.3150811,0.74289924,-3.6212878,0
E:/distressdetection/dataset\Actor_07\03-01-03-01-02-02-07.wav,-648.88885,93.78957,-5.750032,11.752817,6.6184034,14.632291,-5.8672805,-0.8416608,-10.115384,-5.0701933,2.3150811,0.74289924,-3.6212878,0
E:/distressdetection/dataset\Actor_07\03-01-03-02-01-01-07.wav,-512.1969,86.0672,-7.3359504,8.854346,2.6489408,15.201008,-13.77693,-6.245088,-6.9126635,-6.03758,-6.650435,2.464894,-2.5476649,0
E:/distressdetection/dataset\Actor_07\03-01-03-02-01-02-07.wav,-469.40402,72.412445,-14.685673,11.758047,2.7314088,12.90853,-15.329283,-5.5797715,-9.356756,-3.313785,-5.561156,0.23645245,-3.3300793,0
E:/distressdetection/dataset\Actor_07\03-01-03-02-02-01-07.wav,-525.0778,91.01579,-13.52292,5.6760387,3.8942118,14.811387,-18.78126,-4.9655066,-6.936727,-9.46572,-6.834322,3.474491,-6.488342,0
E:/distressdetection/dataset\Actor_07\03-01-03-02-02-02-07.wav,-485.2619,70.141365,-8.326092,5.9631495,1.4007696,15.818752,-11.914036,-8.521184,-9.074767,-0.017516125,-7.5997043,1.8971361,-2.9053352,0
E:/distressdetection/dataset\Actor_07\03-01-04-01-01-01-07.wav,-755.40985,87.45532,5.782381,13.41448,3.6879442,13.727745,-5.193716,1.3381412,-6.324772,-7.3969316,-2.3823295,-1.876433,-2.8198495,0
E:/distressdetection/dataset\Actor_07\03-01-04-01-01-02-07.wav,-730.02045,95.807076,12.3033285,16.089125,9.707285,19.362137,-5.149747,4.988009,-4.53109,-7.2329974,-0.5048348,0.19100754,-1.3840377,0
E:/distressdetection/dataset\Actor_07\03-01-04-01-02-01-07.wav,-739.68524,87.9206,12.172471,17.540768,1.3879102,15.421913,-5.5896616,4.0069675,-7.7555585,-7.3176165,-2.3549864,-1.4693485,-3.1007814,0
E:/distressdetection/dataset\Actor_07\03-01-04-01-02-02-07.wav,-658.00586,94.38582,0.064993195,14.858917,6.3506913,14.752876,-11.687055,-0.38070047,-6.819074,-10.327941,-4.772018,-0.6235122,-5.5890946,0
E:/distressdetection/dataset\Actor_07\03-01-04-02-01-01-07.wav,-633.6809,94.717926,-5.434954,11.03422,6.998949,20.168148,-11.770556,-9.371553,-8.13206,-7.7728925,-11.795867,-8.572509,-6.093226,0
E:/distressdetection/dataset\Actor_07\03-01-04-02-01-02-07.wav,-635.9413,75.94277,5.589508,13.226606,7.206853,17.061922,-9.983245,-3.5265985,-3.3042383,-2.935399,-6.090469,-1.0889865,-1.522954,0
E:/distressdetection/dataset\Actor_07\03-01-04-02-02-01-07.wav,-592.1257,69.157936,1.7986248,15.329565,2.4005718,15.389956,-4.3150916,-4.7667603,-8.977144,-4.756286,-6.3082514,-5.084374,-4.4164953,0
E:/distressdetection/dataset\Actor_07\03-01-04-02-02-02-07.wav,-616.4188,69.513985,2.4691534,13.518837,5.353673,16.909077,-8.667481,-8.921057,-5.704484,-6.543908,-10.842329,-4.1780553,-3.427842,0
E:/distressdetection/dataset\Actor_07\03-01-05-01-01-01-07.wav,-544.7713,73.16177,-10.358592,13.338439,4.810055,15.029964,-13.3049135,6.249743,-5.0035567,-7.4147716,-1.2825496,2.6496706,1.6194189,1
E:/distressdetection/dataset\Actor_07\03-01-05-01-01-02-07.wav,-458.93402,61.729923,-11.862411,9.636173,3.7703946,11.24039,-15.426912,1.2915668,-2.0289,-4.639786,-2.0542307,1.9982164,-0.92437303,1
E:/distressdetection/dataset\Actor_07\03-01-05-01-02-01-07.wav,-625.76447,74.51775,3.4087176,19.435621,5.9884806,14.310299,-8.246129,3.6989021,-4.829188,-6.985098,-1.701075,-0.23504615,-1.018587,1
E:/distressdetection/dataset\Actor_07\03-01-05-01-02-02-07.wav,-543.35187,67.59553,-4.3970594,16.146328,3.4796267,9.014055,-12.870681,1.0161594,-6.158005,-7.485533,-0.7225875,-0.97106487,-2.2744467,1
E:/distressdetection/dataset\Actor_07\03-01-05-02-01-01-07.wav,-451.0677,59.39181,-6.2777314,11.081311,7.4657464,14.533327,-10.614185,-1.9838299,-0.2860958,-1.3567564,-3.121423,3.9965112,1.0603617,1
E:/distressdetection/dataset\Actor_07\03-01-05-02-01-02-07.wav,-390.2718,51.95064,-13.199333,8.289697,6.2049522,11.455559,-14.3901415,-2.395017,1.2023747,-0.63626975,-4.5785875,3.2610638,-0.6927104,1
E:/distressdetection/dataset\Actor_07\03-01-05-02-02-01-07.wav,-373.48856,43.320103,-23.760143,2.1682003,-4.434816,6.8627806,-19.870396,-2.7718577,-4.9798427,-10.118385,-8.905963,1.094752,-2.6953123,1
E:/distressdetection/dataset\Actor_07\03-01-05-02-02-02-07.wav,-394.6726,50.606495,-19.806034,7.1794224,0.48968115,11.269997,-16.017725,-1.3698667,-2.678834,-7.0616603,-9.979268,3.9967027,-1.0736018,1
E:/distressdetection/dataset\Actor_07\03-01-06-01-01-01-07.wav,-682.5831,80.96609,-1.9440156,17.106361,4.7443986,16.504492,-8.158102,0.4904991,-7.9564333,-8.35938,-2.6578085,0.5050649,0.15806471,1
E:/distressdetection/dataset\Actor_07\03-01-06-01-01-02-07.wav,-666.31006,77.826775,-6.2345257,11.061894,1.8930616,13.460344,-10.770214,-5.606112,-9.452147,-9.306153,-5.7762713,-1.3667862,-1.9807466,1
E:/distressdetection/dataset\Actor_07\03-01-06-01-02-01-07.wav,-680.71045,68.62199,0.72880244,14.265648,3.7119632,13.285195,-9.092104,-4.579479,-8.964406,-5.5340424,-5.180951,-4.05171,-1.0777074,1
E:/distressdetection/dataset\Actor_07\03-01-06-01-02-02-07.wav,-668.09564,60.92727,0.72272885,13.420864,-0.101740055,9.842352,-10.222768,-5.575291,-10.726356,-9.328766,-4.744499,-5.2158113,-6.111271,1
E:/distressdetection/dataset\Actor_07\03-01-06-02-01-01-07.wav,-499.42136,55.029373,-17.23886,3.3353977,-5.3892903,8.037549,-18.651106,-6.7728834,-10.586462,-10.385616,-7.906575,-7.0368514,-6.8087707,1
E:/distressdetection/dataset\Actor_07\03-01-06-02-01-02-07.wav,-547.91174,52.481342,-12.485001,5.7450953,-4.0237966,6.554358,-19.839003,-5.646112,-6.016216,-4.6249747,-8.0011635,-6.141102,-2.7891903,1
E:/distressdetection/dataset\Actor_07\03-01-06-02-02-01-07.wav,-462.9533,45.73113,-22.421932,6.2853556,-8.094124,9.149704,-21.06258,-8.943297,-11.324057,-12.091948,-7.0072403,-6.4660363,-7.65359,1
E:/distressdetection/dataset\Actor_07\03-01-06-02-02-02-07.wav,-474.66946,45.231026,-18.042658,4.273756,-8.425743,4.389859,-18.731024,-5.8153377,-9.747096,-10.960724,-5.4074216,-3.7505825,-5.615645,1
E:/distressdetection/dataset\Actor_07\03-01-07-01-01-01-07.wav,-721.46344,68.96521,2.163214,19.849573,1.6471117,12.879541,-11.429649,-0.79409045,-4.78458,-1.3390468,-0.10191651,-3.0055697,-0.73101383,0
E:/distressdetection/dataset\Actor_07\03-01-07-01-01-02-07.wav,-691.84064,76.6491,4.1484766,15.059004,4.415301,11.945502,-12.732775,-1.3045107,-6.5772567,0.5656574,-0.30837846,-2.4009817,-0.030777209,0
E:/distressdetection/dataset\Actor_07\03-01-07-01-02-01-07.wav,-747.5718,75.8435,13.432491,21.443052,3.3708265,18.788002,-4.668682,3.0660918,-6.763699,2.6156256,2.20392,0.8472361,0.40522498,0
E:/distressdetection/dataset\Actor_07\03-01-07-01-02-02-07.wav,-698.91364,67.23646,6.175064,21.191086,2.8763888,15.743721,-14.501318,1.3329839,-5.1051245,1.124434,-3.1243467,-3.663961,-1.7426924,0
E:/distressdetection/dataset\Actor_07\03-01-07-02-01-01-07.wav,-561.69666,66.061844,-0.76260847,19.809284,5.9594355,8.413821,-16.410505,0.61695564,1.2869053,-1.9939556,-6.198728,-2.971222,-0.3752534,0
E:/distressdetection/dataset\Actor_07\03-01-07-02-01-02-07.wav,-612.7453,72.11917,4.390731,24.674278,8.5527525,13.575852,-10.706611,-0.07956357,0.04544193,2.4189112,-3.445172,-1.5923555,2.4489448,0
E:/distressdetection/dataset\Actor_07\03-01-07-02-02-01-07.wav,-611.15546,72.80772,7.5252447,27.887709,7.331596,14.004911,-10.3113,-0.39940038,-1.056008,1.3321077,-2.7885478,-4.4365306,0.4804065,0
E:/distressdetection/dataset\Actor_07\03-01-07-02-02-02-07.wav,-610.02893,67.16418,7.213645,29.855272,1.011643,14.8390875,-13.544244,0.19634022,-1.4775398,-0.4785287,-5.8871183,-5.527038,-0.94743115,0
E:/distressdetection/dataset\Actor_07\03-01-08-01-01-01-07.wav,-663.73065,79.73736,6.132358,16.629654,3.5607207,13.98142,-11.292764,1.5988294,-7.3753266,-4.639025,-0.118656345,-1.092825,-5.134788,0
E:/distressdetection/dataset\Actor_07\03-01-08-01-01-02-07.wav,-643.116,74.25263,5.7097435,19.294641,2.9605572,13.386591,-12.936573,0.4064365,-5.831004,-1.6517537,-0.9465891,-2.7198565,-3.6315954,0
